,LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,LicenseFee,CertificateNumber,LicenseStatus,LicenseeFirstName,LicenseeLastName,TradeName,CorpName,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,Location 1,Latitude,Longitude
1687,LBD7,BWL,279,05/01/2015,04/30/2016,2015,$1320.00,751,Renewed,THOMAS S.,LEONARD,PICKLES PUB,"PICKLES VENTURES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",516-20 WASHINGTON BOULEVARD,21230,"516-20 WASHINGTON BOULEVARD
21230
(39.28555893600003, -76.62256514699999)",39.285558936,-76.622565147
1688,LB,BWL,182,05/15/2015,04/30/2016,2015,$200.00,T0860,Transferred,JUSTIN,SHAROKY,PIE 360,"PIE 360, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3731 BOSTON STREET,21224,"3731 BOSTON STREET
21224
(39.27712196600004, -76.56501641699998)",39.277121966,-76.565016417
1689,LB,BWL,152,05/01/2015,04/30/2016,2015,$2020.00,752,Renewed,BRETT  A.,HENRY,PIER 5 HOTEL,"MJ HARBOR LOUNGE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",711 EASTERN AVENUE,21202,"711 EASTERN AVENUE
21202
(39.28506855300003, -76.60472104499996)",39.285068553,-76.604721045
1690,LB,BWL,152,05/01/2015,04/30/2016,2015,$2020.00,752,Renewed,TED,"JABARA, III",PIER 5 HOTEL,"MJ HARBOR LOUNGE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",711 EASTERN AVENUE,21202,"711 EASTERN AVENUE
21202
(39.28506855300003, -76.60472104499996)",39.285068553,-76.604721045
1691,LB,BWL,218,05/01/2015,04/30/2016,2015,$1320.00,973,Renewed,NANCY R.,LONGO,PIERPOINT RESTAURANT,"KLM ENTERPRISES, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1822 ALICEANNA STREET,21231,"1822 ALICEANNA STREET
21231
(39.28367753900005, -76.59036220699994)",39.283677539,-76.590362207
1692,LBD7,BWL,372,05/01/2015,04/30/2016,2015,$1320.00,1038,Renewed,NATILE,DI FRANCESCO,PIG & ROOSTER SMOKEHOUSE,"PIG & ROOSTER SMOKEHOUSE, LLC",Tavern,7 days,"Beer, Wine, & Liquor",3242 FOSTER AVENUE,21224,"3242 FOSTER AVENUE
21224
(39.28447837500005, -76.56997142799997)",39.284478375,-76.569971428
1693,LBD7,BWL,138,05/01/2015,04/30/2016,2015,$1320.00,379,Renewed,MICHAEL,FELNER,PIGTOWN ALE HOUSE,PIGTOWN ALE HOUSE LLC,Tavern,7 days,"Beer, Wine, & Liquor",1415 WASHINGTON BOULEVARD,21230,"1415 WASHINGTON BOULEVARD
21230
(39.27934726400008, -76.63701118399996)",39.279347264,-76.637011184
1694,LBRL,BWL,1,05/01/2015,04/30/2016,2015,$20465.00,1051,Renewed,REBECCA J.,WILLIAMS,PIMLICO RACE COURSE,"MARYLAND TURF CATERERS, INC.",Racetrack,7 days,"Beer, Wine, & Liquor",5201 PARK HEIGHTS & BELVEDERE,21215,"5201 PARK HEIGHTS &amp; BELVEDERE
21215
(39.346047148000025, -76.68329568999997)",39.346047148,-76.68329569
1695,LBRL,BWL,1,05/01/2015,04/30/2016,2015,$20465.00,1051,Renewed,TYRONE,COOK,PIMLICO RACE COURSE,"MARYLAND TURF CATERERS, INC.",Racetrack,7 days,"Beer, Wine, & Liquor",5201 PARK HEIGHTS & BELVEDERE,21215,"5201 PARK HEIGHTS &amp; BELVEDERE
21215
(39.346047148000025, -76.68329568999997)",39.346047148,-76.68329569
1696,LM-G,BWL,1,05/01/2015,04/30/2016,2015,$600.00,601,Renewed,CHARLES,THOMAS,PINE RIDGE GOLF COURSE,BALTIMORE MUNICIPAL GOLF CORPORATION,Municipal Golf Course,,"Beer, Wine, & Liquor",6131 HILLEN ROAD,21239,"6131 HILLEN ROAD
21239
(39.37424604700004, -76.57877106899997)",39.374246047,-76.578771069
1697,LM-G,BWL,1,05/01/2015,04/30/2016,2015,$600.00,601,Renewed,JONATHON W.,LADD,PINE RIDGE GOLF COURSE,BALTIMORE MUNICIPAL GOLF CORPORATION,Municipal Golf Course,,"Beer, Wine, & Liquor",6131 HILLEN ROAD,21239,"6131 HILLEN ROAD
21239
(39.37424604700004, -76.57877106899997)",39.374246047,-76.578771069
1698,LM-G,BWL,1,05/01/2015,04/30/2016,2015,$600.00,601,Renewed,RUSSELL J.,BATEMAN,PINE RIDGE GOLF COURSE,BALTIMORE MUNICIPAL GOLF CORPORATION,Municipal Golf Course,,"Beer, Wine, & Liquor",6131 HILLEN ROAD,21239,"6131 HILLEN ROAD
21239
(39.37424604700004, -76.57877106899997)",39.374246047,-76.578771069
1699,LA,BWL,141,05/01/2015,04/30/2016,2015,$858.00,663,Renewed,CATHERINE,MCNAMARA,PINEHURST GOURMET & WINE SHOPPE,"PINEHURST WINE SHOPPE, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",6242 BELLONA AVENUE,21212,"6242 BELLONA AVENUE
21212
(39.371278612000026, -76.61829582299998)",39.371278612,-76.618295823
1700,LA,BWL,141,05/01/2015,04/30/2016,2015,$858.00,663,Renewed,CHARLES F.,ZEILER,PINEHURST GOURMET & WINE SHOPPE,"PINEHURST WINE SHOPPE, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",6242 BELLONA AVENUE,21212,"6242 BELLONA AVENUE
21212
(39.371278612000026, -76.61829582299998)",39.371278612,-76.618295823
1701,LA,BWL,141,05/01/2015,04/30/2016,2015,$858.00,663,Renewed,ROBERT,SCHINDLER,PINEHURST GOURMET & WINE SHOPPE,"PINEHURST WINE SHOPPE, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",6242 BELLONA AVENUE,21212,"6242 BELLONA AVENUE
21212
(39.371278612000026, -76.61829582299998)",39.371278612,-76.618295823
1702,LBD7,BWL,96,05/01/2015,04/30/2016,2015,$1320.00,265,Renewed,DONNA M.,MATRICCIANI,PLAYBOOK,"WEIDOG, LLC",Tavern,7 days,"Beer, Wine, & Liquor",6700 GERMAN HILL ROAD,21222,"6700 GERMAN HILL ROAD
21222
(39.281148280000025, -76.53433250399996)",39.28114828,-76.534332504
1703,LBD7,BWL,96,05/01/2015,04/30/2016,2015,$1320.00,265,Renewed,GEORGE L.,"DIVEL, III",PLAYBOOK,"WEIDOG, LLC",Tavern,7 days,"Beer, Wine, & Liquor",6700 GERMAN HILL ROAD,21222,"6700 GERMAN HILL ROAD
21222
(39.281148280000025, -76.53433250399996)",39.28114828,-76.534332504
1704,LBD7,BWL,96,05/01/2015,04/30/2016,2015,$1320.00,265,Renewed,WILLIAM G.,MATRICCIANI,PLAYBOOK,"WEIDOG, LLC",Tavern,7 days,"Beer, Wine, & Liquor",6700 GERMAN HILL ROAD,21222,"6700 GERMAN HILL ROAD
21222
(39.281148280000025, -76.53433250399996)",39.28114828,-76.534332504
1705,LA,BWL,102,05/01/2015,04/30/2016,2015,$858.00,428,Renewed,CHONG IN,LEE,PLAZA LIQUORS,"C & C LEE, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",5722 WABASH AVENUE,21215,"5722 WABASH AVENUE
21215
(39.34650448300005, -76.69793063299994)",39.346504483,-76.697930633
1706,LA,BWL,102,05/01/2015,04/30/2016,2015,$858.00,428,Renewed,CHONG MUN,LEE,PLAZA LIQUORS,"C & C LEE, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",5722 WABASH AVENUE,21215,"5722 WABASH AVENUE
21215
(39.34650448300005, -76.69793063299994)",39.346504483,-76.697930633
1707,LB,BWL,77,05/01/2015,04/30/2016,2015,$2020.00,414,Renewed,CHRISTINE,BOGOSH,PLUG UGLY'S PUBLICK HOUSE,"PLUG UGLY'S HOSPITALITY GROUP, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",2908 O'DONNELL STREET,21224,"2908 O'DONNELL STREET
21224
(39.28037855600007, -76.57508179799999)",39.280378556,-76.575081798
1708,LB,BWL,77,05/01/2015,04/30/2016,2015,$2020.00,414,Renewed,THOMAS A.,"WELSCH, JR.",PLUG UGLY'S PUBLICK HOUSE,"PLUG UGLY'S HOSPITALITY GROUP, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",2908 O'DONNELL STREET,21224,"2908 O'DONNELL STREET
21224
(39.28037855600007, -76.57508179799999)",39.280378556,-76.575081798
1709,LB,BWL,90,05/01/2015,04/30/2016,2015,$2020.00,454,Renewed,BRIAN G.,LOGAN,POINT IN FELLS,"POINT IN FELLS, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1734 THAMES STREET,21231,"1734 THAMES STREET
21231
(39.28190763400005, -76.59140156499996)",39.281907634,-76.591401565
1710,LB,BWL,90,05/01/2015,04/30/2016,2015,$2020.00,454,Renewed,ERICA M.,RUSSO,POINT IN FELLS,"POINT IN FELLS, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1734 THAMES STREET,21231,"1734 THAMES STREET
21231
(39.28190763400005, -76.59140156499996)",39.281907634,-76.591401565
1711,LB,BWL,90,05/01/2015,04/30/2016,2015,$2020.00,454,Renewed,JIMMY ,CHIN,POINT IN FELLS,"POINT IN FELLS, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1734 THAMES STREET,21231,"1734 THAMES STREET
21231
(39.28190763400005, -76.59140156499996)",39.281907634,-76.591401565
1712,LC,BWL,23,05/01/2015,04/30/2016,2015,$550.00,570,Renewed,ANTHONY J.,KOSIBA,POLISH HOME CLUB,"POLISH HOME CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",510-12 BROADWAY SOUTH,21231,"510-12 BROADWAY SOUTH
21231
(39.285404364000044, -76.59361807399995)",39.285404364,-76.593618074
1713,LC,BWL,23,05/01/2015,04/30/2016,2015,$550.00,570,Renewed,THERESA,GIZA,POLISH HOME CLUB,"POLISH HOME CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",510-12 BROADWAY SOUTH,21231,"510-12 BROADWAY SOUTH
21231
(39.285404364000044, -76.59361807399995)",39.285404364,-76.593618074
1714,LC,BWL,23,05/01/2015,04/30/2016,2015,$550.00,570,Renewed,WILLIAM E. ,CIOSEK,POLISH HOME CLUB,"POLISH HOME CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",510-12 BROADWAY SOUTH,21231,"510-12 BROADWAY SOUTH
21231
(39.285404364000044, -76.59361807399995)",39.285404364,-76.593618074
1715,LC,BWL,40,05/01/2015,04/30/2016,2015,$550.00,897,Renewed,JAMES E.,MISLAK,POLISH NATIONAL ALLIANCE COUNCIL 21,POLISH NATIONAL ALLIANCE COUNCIL 21,Non-Profits only,7 days,"Beer, Wine, & Liquor",1627-33 EASTERN AVENUE,21231,"1627-33 EASTERN AVENUE
21231
(39.285520940000026, -76.59434947399996)",39.28552094,-76.594349474
1716,LC,BWL,40,05/01/2015,04/30/2016,2015,$550.00,897,Renewed,JUNE R.,JOHNS,POLISH NATIONAL ALLIANCE COUNCIL 21,POLISH NATIONAL ALLIANCE COUNCIL 21,Non-Profits only,7 days,"Beer, Wine, & Liquor",1627-33 EASTERN AVENUE,21231,"1627-33 EASTERN AVENUE
21231
(39.285520940000026, -76.59434947399996)",39.28552094,-76.594349474
1717,LC,BWL,40,05/01/2015,04/30/2016,2015,$550.00,897,Renewed,THOMAS A.,JOHNS,POLISH NATIONAL ALLIANCE COUNCIL 21,POLISH NATIONAL ALLIANCE COUNCIL 21,Non-Profits only,7 days,"Beer, Wine, & Liquor",1627-33 EASTERN AVENUE,21231,"1627-33 EASTERN AVENUE
21231
(39.285520940000026, -76.59434947399996)",39.28552094,-76.594349474
1718,LBD7,BWL,215,05/01/2015,04/30/2016,2015,$1320.00,616,Renewed,TERRY,MCCREADY,POL'S TAVERN,"2619-21 FOSTER AVENUE, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2619-21 FOSTER AVENUE,21224,"2619-21 FOSTER AVENUE
21224
(39.284080129000074, -76.57905608199997)",39.284080129,-76.579056082
1719,LBD7,BWL,281,05/01/2015,04/30/2016,2015,$1320.00,756,Renewed,FERRUCCIO ,LOCCO,PONCABIRD PUB,"F & C, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1725 PONCABIRD PASS,21224,"1725 PONCABIRD PASS
21224
(39.272449668000036, -76.55262454899997)",39.272449668,-76.552624549
1720,LBD7,BWL,281,05/01/2015,04/30/2016,2015,$1320.00,756,Renewed,RICHARD,"FRANKTON, JR.",PONCABIRD PUB,"F & C, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1725 PONCABIRD PASS,21224,"1725 PONCABIRD PASS
21224
(39.272449668000036, -76.55262454899997)",39.272449668,-76.552624549
1721,LBD7,BWL,281,05/01/2015,04/30/2016,2015,$1320.00,756,Renewed,STEVE,CHAIT,PONCABIRD PUB,"F & C, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1725 PONCABIRD PASS,21224,"1725 PONCABIRD PASS
21224
(39.272449668000036, -76.55262454899997)",39.272449668,-76.552624549
1722,LA,BWL,118,05/01/2015,04/30/2016,2015,$858.00,563,Renewed,DUK HEE,YANG,POP'S LIQUOR AND GROCERY,"NOORIE, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2320 WILKENS AVENUE,21223,"2320 WILKENS AVENUE
21223
(39.280016740000065, -76.65277900899997)",39.28001674,-76.652779009
1723,LA,BWL,118,05/01/2015,04/30/2016,2015,$858.00,563,Renewed,SOON YOUNG,LEE,POP'S LIQUOR AND GROCERY,"NOORIE, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2320 WILKENS AVENUE,21223,"2320 WILKENS AVENUE
21223
(39.280016740000065, -76.65277900899997)",39.28001674,-76.652779009
1724,LBD7,BWL,396,05/01/2015,04/30/2016,2015,$1320.00,1144,Renewed,KEVIN M.,COOPER,PORTER'S PUB OF FEDERAL HILL,"DKJC, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1030-32 RIVERSIDE AVENUE,21230,"1030-32 RIVERSIDE AVENUE
21230
(39.277663878000055, -76.60909027199995)",39.277663878,-76.609090272
1725,LBD7,BWL,396,05/01/2015,04/30/2016,2015,$1320.00,1144,Renewed,MARGARET,KOECHLER,PORTER'S PUB OF FEDERAL HILL,"DKJC, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1030-32 RIVERSIDE AVENUE,21230,"1030-32 RIVERSIDE AVENUE
21230
(39.277663878000055, -76.60909027199995)",39.277663878,-76.609090272
1726,LBAL,BWL,6,05/01/2015,04/30/2016,2015,$12000.00,746,Renewed,MAX,MOOG,POWER PLANT LIVE!,"34 MARKET PLACE CONCESSIONAIRE, LLC",Arena,7 days,"Beer, Wine, & Liquor",34 MARKET PLACE,21202,"34 MARKET PLACE
21202
(39.28857704100005, -76.60685135999995)",39.288577041,-76.60685136
1727,LA,BWL,15,05/01/2015,04/30/2016,2015,$858.00,65,Renewed,CHONG SOK,YANG,PRATT CUT RATE LIQUORS,2014 PRATT INC,Package goods only,6 days,"Beer, Wine, & Liquor",2014 PRATT STREET WEST,21223,"2014 PRATT STREET WEST
21223
(39.285068343000034, -76.64911244799998)",39.285068343,-76.649112448
1728,LA,BWL,15,05/01/2015,04/30/2016,2015,$858.00,65,Renewed,ESTIFANOS,HABTEGIORGIS,PRATT CUT RATE LIQUORS,2014 PRATT INC,Package goods only,6 days,"Beer, Wine, & Liquor",2014 PRATT STREET WEST,21223,"2014 PRATT STREET WEST
21223
(39.285068343000034, -76.64911244799998)",39.285068343,-76.649112448
1729,LBD7,BWL,144,05/01/2015,04/30/2016,2015,$1320.00,397,Renewed,PARAMJIT,SINGH,PRATT LIQUOR & BAR,AMERICAN SINGH LLC,Tavern,7 days,"Beer, Wine, & Liquor",1812 PRATT STREET WEST,21223,"1812 PRATT STREET WEST
21223
(39.285228510000024, -76.64558185599998)",39.28522851,-76.645581856
1730,LBD7,BWL,144,05/01/2015,04/30/2016,2015,$1320.00,397,Renewed,PARDEEP,KUMAR,PRATT LIQUOR & BAR,AMERICAN SINGH LLC,Tavern,7 days,"Beer, Wine, & Liquor",1812 PRATT STREET WEST,21223,"1812 PRATT STREET WEST
21223
(39.285228510000024, -76.64558185599998)",39.28522851,-76.645581856
1731,LA,BWL,217,05/01/2015,04/30/2016,2015,$858.00,1185,Renewed,OH SOOK,CHOI,PRATT LIQUOR & CONVENIENCE,"OHS TRADING, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",1816-18 PRATT STREET EAST,21231,"1816-18 PRATT STREET EAST
21231
(39.289386028000024, -76.59109963099996)",39.289386028,-76.591099631
1732,LB,BWL,134,05/01/2015,04/30/2016,2015,$3000.00,667,Renewed,DONALD ,KELLY,PRATT STREET ALE HOUSE,"PRATT STREET PUB, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",200-08 PRATT STREET WEST,21201,"200-08 PRATT STREET WEST
21201
(39.28644449700005, -76.61765790999993)",39.286444497,-76.61765791
1733,LB,BWL,134,05/01/2015,04/30/2016,2015,$3000.00,667,Renewed,JUSTIN,DVORKIN,PRATT STREET ALE HOUSE,"PRATT STREET PUB, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",200-08 PRATT STREET WEST,21201,"200-08 PRATT STREET WEST
21201
(39.28644449700005, -76.61765790999993)",39.286444497,-76.61765791
1734,WA,BW,19,05/01/2015,04/30/2016,2015,$110.00,541,Renewed,MACEO R.,PRICE,PRICE'S GROCERY,,Package goods only,6 days,Beer & Light Wine,994 FRANKLINTOWN ROAD NORTH,21216,"994 FRANKLINTOWN ROAD NORTH
21216
(39.29897408000005, -76.66796262599996)",39.29897408,-76.667962626
1735,LA,BWL,136,05/01/2015,04/30/2016,2015,$858.00,599,Renewed,SANG KYU,KIM,PRIDE GROCERY & LIQUOR,"PRIDE LIQUOR, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2801 LAFAYETTE AVENUE WEST,21216,"2801 LAFAYETTE AVENUE WEST
21216
(39.29811332600008, -76.66297900699993)",39.298113326,-76.662979007
1736,LA,BWL,19,05/01/2015,04/30/2016,2015,$858.00,81,Renewed,KONSTANTINOS,BOUYOUKAS,PRIMA FOODS,"PRIMA FOODS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",51 KANE STREET,21224,"51 KANE STREET
21224
(39.29562439700004, -76.53202909299995)",39.295624397,-76.532029093
1737,LB,BWL,60,05/01/2015,04/30/2016,2015,$1320.00,353,Renewed,C.PETER,BELER,PRIME RIB,"PRIME RIB, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1101 CALVERT STREET NORTH,21202,"1101 CALVERT STREET NORTH
21202
(39.30273397600007, -76.61315549399995)",39.302733976,-76.613155494
1738,LB,BWL,60,05/01/2015,04/30/2016,2015,$1320.00,353,Renewed,HELEN,GIANAKOS,PRIME RIB,"PRIME RIB, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1101 CALVERT STREET NORTH,21202,"1101 CALVERT STREET NORTH
21202
(39.30273397600007, -76.61315549399995)",39.302733976,-76.613155494
1739,LB,BWL,60,05/01/2015,04/30/2016,2015,$1320.00,353,Renewed,JAMES J.,"HANKS, JR.",PRIME RIB,"PRIME RIB, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1101 CALVERT STREET NORTH,21202,"1101 CALVERT STREET NORTH
21202
(39.30273397600007, -76.61315549399995)",39.302733976,-76.613155494
1740,LC,BWL,43,05/01/2015,04/30/2016,2015,$550.00,921,Renewed,CYNTHIA M.,CONAWAY,PRIVATE STOCK SOCIAL CLUB,"SUNRISE SOCIAL CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",4001 BELVEDERE AVENUE WEST,21215,"4001 BELVEDERE AVENUE WEST
21215
(39.34407899900003, -76.68243874299998)",39.344078999,-76.682438743
1741,LC,BWL,43,05/01/2015,04/30/2016,2015,$550.00,921,Renewed,WILLIAM S.,"CONAWAY, JR.",PRIVATE STOCK SOCIAL CLUB,"SUNRISE SOCIAL CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",4001 BELVEDERE AVENUE WEST,21215,"4001 BELVEDERE AVENUE WEST
21215
(39.34407899900003, -76.68243874299998)",39.344078999,-76.682438743
1742,LBD7,BWL,26,05/01/2015,04/30/2016,2015,$1320.00,70,Renewed,DANA D.,GALINUS,PUB DOG PIZZA & DRAFTHOUSE,"PUB DOG OF FEDERAL HILL, INC",Tavern,7 days,"Beer, Wine, & Liquor",20 CROSS STREET EAST,21230,"20 CROSS STREET EAST
21230
(39.27693784300004, -76.61352307199996)",39.276937843,-76.613523072
1743,LBD7,BWL,26,05/01/2015,04/30/2016,2015,$1320.00,70,Renewed,STEPHEN P.,OSMOND,PUB DOG PIZZA & DRAFTHOUSE,"PUB DOG OF FEDERAL HILL, INC",Tavern,7 days,"Beer, Wine, & Liquor",20 CROSS STREET EAST,21230,"20 CROSS STREET EAST
21230
(39.27693784300004, -76.61352307199996)",39.276937843,-76.613523072
1744,LBD7,BWL,321,05/01/2015,04/30/2016,2015,$1320.00,878,Renewed,BINITA,SHAH,PULASKI LIQUOR EMPORIUM,"SHIYA, INC.",Tavern,7 days,"Beer, Wine, & Liquor",6425 PULASKI HIGHWAY,21205,"6425 PULASKI HIGHWAY
21205
(39.30399342000004, -76.54040272499998)",39.30399342,-76.540402725
1745,LBD7,BWL,321,05/01/2015,04/30/2016,2015,$1320.00,878,Renewed,PETER,PLIVA,PULASKI LIQUOR EMPORIUM,"SHIYA, INC.",Tavern,7 days,"Beer, Wine, & Liquor",6425 PULASKI HIGHWAY,21205,"6425 PULASKI HIGHWAY
21205
(39.30399342000004, -76.54040272499998)",39.30399342,-76.540402725
1746,LBD7,BWL,190,05/01/2015,04/30/2016,2015,$1320.00,518,Renewed,MIAE,HAN - PERSONAL REP,Q'S LIQUORS & TAVERN,"NEW Q'S LIQUORS AND TAVERN, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2521 MONUMENT STREET EAST,21205,"2521 MONUMENT STREET EAST
21205
(39.29885309000008, -76.58142971899997)",39.29885309,-76.581429719
1747,LBD7,BWL,308,06/16/2015,04/30/2016,2015,$200.00,T0840,Transferred,HOWARD V.,STALEY,QUARTERHOUSE TAVERN,"HVS HOSPITALITY, LLC",Tavern,7 days,"Beer, Wine, & Liquor",801-03 DECKER AVENUE SOUTH,21224,"801-03 DECKER AVENUE SOUTH
21224
(39.28322245500004, -76.57341766899998)",39.283222455,-76.573417669
1748,LBD7,BWL,308,06/16/2015,04/30/2016,2015,$200.00,T0840,Transferred,MARY BETH,STALEY,QUARTERHOUSE TAVERN,"HVS HOSPITALITY, LLC",Tavern,7 days,"Beer, Wine, & Liquor",801-03 DECKER AVENUE SOUTH,21224,"801-03 DECKER AVENUE SOUTH
21224
(39.28322245500004, -76.57341766899998)",39.283222455,-76.573417669
1749,LBD7,BWL,132,05/01/2015,04/30/2016,2015,$1320.00,365,Renewed,THOMAS H.,MATHISON,QUEST,OTT CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",3607 FLEET STREET,21224,"3607 FLEET STREET
21224
(39.28560300200007, -76.56637976599995)",39.285603002,-76.566379766
1750,LBD7,BWL,377,05/01/2015,04/30/2016,2015,$1320.00,1064,Renewed,JAMES,QUIGLEY,QUIGLEY'S HALF-IRISH PUB,"JCQ, LLC",Tavern,7 days,"Beer, Wine, & Liquor",633 PORTLAND STREET,21230,"633 PORTLAND STREET
21230
(39.28519279000005, -76.62473938299996)",39.28519279,-76.624739383
1751,LB,BWL,42,05/01/2015,04/30/2016,2015,$1520.00,259,Renewed,CRISTINA,MENDOZE,RA SUSHI,RA SUSHI BALTIMORE CORP.,Restaurant,7 days,"Beer, Wine, & Liquor",701 EDEN STREET SOUTH,21231,"701 EDEN STREET SOUTH
21231
(39.28281217500006, -76.59807558199998)",39.282812175,-76.598075582
1752,LB,BWL,42,05/01/2015,04/30/2016,2015,$1520.00,259,Renewed,JAY,SWANSON,RA SUSHI,RA SUSHI BALTIMORE CORP.,Restaurant,7 days,"Beer, Wine, & Liquor",701 EDEN STREET SOUTH,21231,"701 EDEN STREET SOUTH
21231
(39.28281217500006, -76.59807558199998)",39.282812175,-76.598075582
1753,LBHM,BWL,1,05/01/2015,04/30/2016,2015,$7200.00,166,Renewed,ALNASHIR,TEJANI,RADISSON HOTEL AT CROSS KEYS,SHAZALINA HOSPITALITY CORPORATION,Hotel/Motel,7 days,"Beer, Wine, & Liquor",5050 FALLS ROAD,21210,"5050 FALLS ROAD
21210
(39.354208709000034, -76.64371285499999)",39.354208709,-76.643712855
1754,LBHM,BWL,1,05/01/2015,04/30/2016,2015,$7200.00,166,Renewed,NIMET,TEJANI,RADISSON HOTEL AT CROSS KEYS,SHAZALINA HOSPITALITY CORPORATION,Hotel/Motel,7 days,"Beer, Wine, & Liquor",5050 FALLS ROAD,21210,"5050 FALLS ROAD
21210
(39.354208709000034, -76.64371285499999)",39.354208709,-76.643712855
1755,LBHM,BWL,1,05/01/2015,04/30/2016,2015,$7200.00,166,Renewed,SHEILA,SCOTT,RADISSON HOTEL AT CROSS KEYS,SHAZALINA HOSPITALITY CORPORATION,Hotel/Motel,7 days,"Beer, Wine, & Liquor",5050 FALLS ROAD,21210,"5050 FALLS ROAD
21210
(39.354208709000034, -76.64371285499999)",39.354208709,-76.643712855
1756,LBD7,BWL,393,05/01/2015,04/30/2016,2015,$1320.00,1132,Renewed,RAYMOND A,BONDURA,RAY'S TAVERN,,Tavern,7 days,"Beer, Wine, & Liquor",6500 ST. HELENA AVENUE,21222,"6500 ST. HELENA AVENUE
21222
(39.25984835100007, -76.53235173199994)",39.259848351,-76.532351732
1757,LBD7,BWL,193,05/01/2015,04/30/2016,2015,$1320.00,521,Renewed,DONTE,SUMMERS,RED DOOR LOUNGE,"SUMMERS & ASSOCIATES MANAGEMENT, LLC",Tavern,7 days,"Beer, Wine, & Liquor",1000 PAYSON STREET NORTH,21217,"1000 PAYSON STREET NORTH
21217
(39.29986825100008, -76.64934636099997)",39.299868251,-76.649346361
1758,LB,BWL,246,05/01/2015,04/30/2016,2015,$1320.00,1055,Renewed,CHRISTA,KILDUFF,RED EMMA'S BOOKSTORE COFFEHOUSE,"RED EMMA'S, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",30 NORTH AVENUE WEST,21201,"30 NORTH AVENUE WEST
21201
(39.31118978500007, -76.61699823699996)",39.311189785,-76.616998237
1759,LB,BWL,246,05/01/2015,04/30/2016,2015,$1320.00,1055,Renewed,MARY,AL-KHATIB,RED EMMA'S BOOKSTORE COFFEHOUSE,"RED EMMA'S, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",30 NORTH AVENUE WEST,21201,"30 NORTH AVENUE WEST
21201
(39.31118978500007, -76.61699823699996)",39.311189785,-76.616998237
1760,LB,BWL,246,05/01/2015,04/30/2016,2015,$1320.00,1055,Renewed,MELANIE,THOMAS,RED EMMA'S BOOKSTORE COFFEHOUSE,"RED EMMA'S, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",30 NORTH AVENUE WEST,21201,"30 NORTH AVENUE WEST
21201
(39.31118978500007, -76.61699823699996)",39.311189785,-76.616998237
1761,LBD7,BWL,80,05/01/2015,04/30/2016,2015,$1320.00,222,Renewed,Jae Ran,Chong,RED FOX LIQUORS,"JC STAR,LLC",Tavern,7 days,"Beer, Wine, & Liquor",2733-35 PENNSYLVANIA AVENUE,21217,"2733-35 PENNSYLVANIA AVENUE
21217
(39.31295352600006, -76.64590242799994)",39.312953526,-76.645902428
